PLANNING_SELECTED,PRODUCT,BUDGET_GROUP,SALE_CHANNEL_GRP,CREATE_MONTH,FPD10_PJ,LOSS_RATE_PJ,LA in Bio
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/04/2023,0.0000,0.0000,0.2
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/05/2023,0.2372,0.5360,0.7
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/01/2023,0.0000,0.0000,1.6
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/02/2023,0.0234,0.1427,8.8
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/03/2023,0.0205,0.1327,8.6
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/04/2023,0.0062,0.0608,7.0
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/05/2023,0.0196,0.1297,12.6
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/01/2023,0.0210,0.1346,0.8
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/02/2023,0.0067,0.0658,3.2
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/03/2023,0.0314,0.1659,3.4
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/04/2023,0.0158,0.1179,2.7
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/05/2023,0.0000,0.0000,1.8
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/01/2023,0.0000,0.0000,0.2
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/02/2023,0.0219,0.1377,1.4
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/03/2023,0.0000,0.0000,1.2
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/04/2023,0.0000,0.0000,1.0
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/05/2023,0.1602,0.3618,1.0
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/01/2023,0.0368,0.1794,1.6
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/02/2023,0.0362,0.1780,14.4
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/03/2023,0.0146,0.1143,11.3
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/04/2023,0.0021,0.0203,10.4
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/05/2023,0.0094,0.0843,13.7
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/12/2022,0.0000,0.0000,0.0
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,1.6
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/02/2023,0.0205,0.1327,7.5
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/03/2023,0.0084,0.0771,5.1
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/04/2023,0.0273,0.1550,5.7
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/05/2023,0.0000,0.0000,5.8
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/01/2023,0.0961,0.2488,0.7
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/02/2023,0.0066,0.0646,6.4
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/03/2023,0.0070,0.0674,6.5
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/04/2023,0.0209,0.1341,2.4
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/05/2023,0.0000,0.0000,2.3
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,Unidentified,01/05/2023,,,0.0
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/01/2023,0.0000,0.0000,0.5
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/02/2023,0.0846,0.2396,2.4
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/03/2023,0.0525,0.2049,1.8
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/04/2023,0.0510,0.2034,2.0
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/05/2023,0.0000,0.0000,2.1
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/01/2023,0.0152,0.1160,5.0
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/02/2023,0.0271,0.1547,31.3
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/03/2023,0.0353,0.1759,26.5
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/04/2023,0.0250,0.1481,23.1
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/05/2023,0.0229,0.1410,45.1
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/01/2023,0.0439,0.1942,2.4
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/02/2023,0.0412,0.1893,14.2
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/03/2023,0.0460,0.1980,11.2
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/04/2023,0.0381,0.1827,8.6
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/05/2023,0.0522,0.2046,10.1
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/01/2023,0.0056,0.0547,1.8
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/02/2023,0.0100,0.0882,7.4
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/03/2023,0.0280,0.1569,5.8
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/04/2023,0.0205,0.1327,4.5
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/05/2023,0.0000,0.0000,5.0
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/01/2023,0.0148,0.1147,8.3
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/02/2023,0.0333,0.1708,48.4
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/03/2023,0.0295,0.1609,37.6
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/04/2023,0.0292,0.1602,32.2
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/05/2023,0.0306,0.1637,52.8
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/01/2023,0.0377,0.1817,4.2
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/02/2023,0.0273,0.1552,18.9
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/03/2023,0.0137,0.1116,16.1
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/04/2023,0.0135,0.1108,13.6
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/05/2023,0.0108,0.0933,17.3
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/01/2023,0.0000,0.0000,0.7
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/02/2023,0.0062,0.0608,11.5
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/03/2023,0.0165,0.1201,10.0
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/04/2023,0.0283,0.1577,5.9
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/05/2023,0.0144,0.1136,8.9
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,Unidentified,01/04/2023,0.0000,0.0000,0.1
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/12/2022,0.1136,0.2617,0.8
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/01/2023,0.0537,0.2064,1.8
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/02/2023,0.1007,0.2525,1.7
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/03/2023,0.0767,0.2340,2.7
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/04/2023,0.1720,0.3886,1.8
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/05/2023,0.0000,0.0000,2.6
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/12/2022,0.0416,0.1900,7.5
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/01/2023,0.0434,0.1933,4.1
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/02/2023,0.1266,0.2849,1.5
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/03/2023,0.0381,0.1828,2.2
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/04/2023,0.0409,0.1887,1.6
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/05/2023,0.0504,0.2028,18.7
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/12/2022,0.1218,0.2732,5.9
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/01/2023,0.0689,0.2259,11.4
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/02/2023,0.0793,0.2365,8.8
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/03/2023,0.0747,0.2319,9.9
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/04/2023,0.0693,0.2264,7.2
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/05/2023,0.0570,0.2110,7.9
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/12/2022,0.0667,0.2237,1.8
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/01/2023,0.0583,0.2129,4.5
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/02/2023,0.0227,0.1401,3.5
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/03/2023,0.0396,0.1864,3.7
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/04/2023,0.0605,0.2158,3.2
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/05/2023,0.0284,0.1581,3.7
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/12/2022,0.0614,0.2170,2.0
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/01/2023,0.0796,0.2367,9.2
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/02/2023,0.0442,0.1948,10.7
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/03/2023,0.1024,0.2537,2.8
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/04/2023,0.0848,0.2397,3.0
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/05/2023,0.1212,0.2717,22.8
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/12/2022,0.0850,0.2398,2.4
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/01/2023,0.0753,0.2326,1.7
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/02/2023,0.0787,0.2360,2.2
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/03/2023,0.1376,0.3103,2.1
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/04/2023,0.1018,0.2532,1.6
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/05/2023,0.0757,0.2330,8.2
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/12/2022,0.0000,0.0000,0.1
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/01/2023,0.0000,0.0000,0.2
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/02/2023,0.0000,0.0000,0.1
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/03/2023,1.0000,2.2592,0.0
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/04/2023,0.0000,0.0000,0.1
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/05/2023,0.0000,0.0000,2.9
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/01/2023,0.4911,1.1096,0.2
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/02/2023,0.1416,0.3198,1.6
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/03/2023,0.0501,0.2025,2.4
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/04/2023,0.0816,0.2378,2.4
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/05/2023,0.1035,0.2545,2.5
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.0
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/02/2023,0.0043,0.0426,2.5
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/03/2023,0.0409,0.1888,2.7
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/04/2023,0.0543,0.2073,1.2
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/05/2023,0.0000,0.0000,2.8
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/01/2023,0.0270,0.1544,1.8
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/02/2023,0.0350,0.1751,10.0
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/03/2023,0.0301,0.1624,11.4
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/04/2023,0.0357,0.1767,10.0
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/05/2023,0.0188,0.1272,10.0
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/01/2023,0.0631,0.2192,0.5
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/02/2023,0.0383,0.1832,3.5
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/03/2023,0.0212,0.1351,3.6
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/04/2023,0.0061,0.0605,3.3
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/05/2023,0.0347,0.1742,3.0
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/01/2023,0.0000,0.0000,0.2
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/02/2023,0.0211,0.1348,4.6
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/03/2023,0.0270,0.1543,4.6
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/04/2023,0.0000,0.0000,2.6
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/05/2023,0.0124,0.1047,4.9
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,0.3
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/02/2023,0.0436,0.1937,2.4
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/03/2023,0.0528,0.2052,2.9
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/04/2023,0.0297,0.1614,3.1
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/05/2023,0.0144,0.1137,2.8
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/01/2023,0.0000,0.0000,0.1
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/02/2023,0.0468,0.1990,0.5
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/03/2023,0.0000,0.0000,0.2
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/04/2023,0.2464,0.5567,0.2
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/05/2023,0.0000,0.0000,0.2
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/01/2023,0.0805,0.2372,0.8
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/02/2023,0.0631,0.2192,3.6
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/03/2023,0.1595,0.3604,4.5
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/04/2023,0.0926,0.2460,3.7
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/05/2023,0.0697,0.2267,5.4
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/02/2023,0.0678,0.2248,4.3
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/03/2023,0.0267,0.1537,4.9
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/04/2023,0.0219,0.1374,2.5
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/05/2023,0.0127,0.1067,5.8
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/01/2023,0.0750,0.2323,3.3
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/02/2023,0.0581,0.2126,19.8
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/03/2023,0.0517,0.2041,20.2
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/04/2023,0.0623,0.2181,17.3
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/05/2023,0.0304,0.1633,17.9
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/01/2023,0.0630,0.2190,1.1
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/02/2023,0.0385,0.1836,7.1
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/03/2023,0.0373,0.1807,8.0
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/04/2023,0.0327,0.1693,6.8
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/05/2023,0.0251,0.1483,5.8
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/01/2023,0.0356,0.1766,0.8
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/02/2023,0.1056,0.2561,6.7
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/03/2023,0.0694,0.2265,8.0
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/04/2023,0.0330,0.1701,5.5
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/05/2023,0.0436,0.1936,7.9
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,0.4
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/02/2023,0.0855,0.2401,5.6
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/03/2023,0.0744,0.2316,4.9
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/04/2023,0.0625,0.2183,3.8
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/05/2023,0.0942,0.2473,5.3
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/02/2023,0.0765,0.2338,0.4
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/03/2023,0.0000,0.0000,0.3
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/04/2023,0.0772,0.2344,0.7
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/05/2023,0.0000,0.0000,0.6
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,Unidentified,01/05/2023,0.0000,0.0000,0.0
GOODBANK,XS,XSELL_LOW RISK,3P-DSA,01/12/2022,0.0862,0.2406,2.1
GOODBANK,XS,XSELL_LOW RISK,3P-DSA,01/01/2023,0.0351,0.1752,3.5
GOODBANK,XS,XSELL_LOW RISK,3P-TSA,01/12/2022,0.0202,0.1316,38.7
GOODBANK,XS,XSELL_LOW RISK,3P-TSA,01/01/2023,0.0144,0.1137,24.4
GOODBANK,XS,XSELL_LOW RISK,IH-DSA,01/12/2022,0.0345,0.1737,19.2
GOODBANK,XS,XSELL_LOW RISK,IH-DSA,01/01/2023,0.0347,0.1743,20.3
GOODBANK,XS,XSELL_LOW RISK,IH-POS,01/12/2022,0.0107,0.0929,7.8
GOODBANK,XS,XSELL_LOW RISK,IH-POS,01/01/2023,0.0100,0.0885,7.7
GOODBANK,XS,XSELL_LOW RISK,IH-TSA,01/12/2022,0.0165,0.1201,46.9
GOODBANK,XS,XSELL_LOW RISK,IH-TSA,01/01/2023,0.0187,0.1270,33.1
GOODBANK,XS,XSELL_LOW RISK,IH-TSA LG,01/12/2022,0.0082,0.0758,23.4
GOODBANK,XS,XSELL_LOW RISK,IH-TSA LG,01/01/2023,0.0157,0.1178,13.1
GOODBANK,XS,XSELL_LOW RISK,IH-TSA TR,01/12/2022,0.0103,0.0903,15.7
GOODBANK,XS,XSELL_LOW RISK,IH-TSA TR,01/01/2023,0.0084,0.0772,11.2
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/12/2022,0.0410,0.1889,0.8
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/01/2023,0.1458,0.3293,1.3
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/02/2023,0.1473,0.3328,1.1
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/03/2023,0.1107,0.2597,1.3
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/04/2023,0.0809,0.2375,1.3
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/05/2023,0.0855,0.2401,1.3
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/12/2022,0.0681,0.2251,14.6
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/01/2023,0.0574,0.2116,14.1
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/02/2023,0.0738,0.2310,6.1
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/03/2023,0.0770,0.2343,7.9
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/04/2023,0.0940,0.2472,6.1
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/05/2023,0.0627,0.2186,5.6
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/12/2022,0.0688,0.2258,6.4
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/01/2023,0.0830,0.2386,7.5
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/02/2023,0.0787,0.2360,6.5
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/03/2023,0.0489,0.2012,6.4
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/04/2023,0.0436,0.1937,6.7
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/05/2023,0.0861,0.2405,3.7
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/12/2022,0.0438,0.1940,3.0
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/01/2023,0.0135,0.1110,4.7
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/02/2023,0.0391,0.1851,2.9
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/03/2023,0.0565,0.2104,2.9
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/04/2023,0.0142,0.1130,2.3
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/05/2023,0.0583,0.2128,2.0
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/12/2022,0.0800,0.2369,16.0
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/01/2023,0.0552,0.2086,11.5
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/02/2023,0.0790,0.2363,8.2
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/03/2023,0.1115,0.2603,5.4
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/04/2023,0.0397,0.1866,5.0
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/05/2023,0.0528,0.2052,6.8
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/12/2022,0.0642,0.2206,3.7
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/01/2023,0.0446,0.1955,2.5
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/02/2023,0.1326,0.2965,2.7
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/03/2023,0.1614,0.3646,2.1
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/04/2023,0.1149,0.2625,2.3
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/05/2023,0.0540,0.2069,2.1
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/12/2022,0.0000,0.0000,0.5
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/01/2023,0.0000,0.0000,0.5
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/02/2023,0.0000,0.0000,0.6
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/03/2023,0.0000,0.0000,0.7
