PLANNING_SELECTED,PRODUCT,BUDGET_GROUP,SALE_CHANNEL_GRP,CREATE_MONTH, LOSS_RATE_PJ , LA in Bio 
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA LG,01/02/2023, 0.158845 ," 11,080,636,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA LG,01/03/2023, 0.193735 ," 11,391,416,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA LG,01/04/2023, 0.205880 ," 10,222,341,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA LG,01/05/2023, 0.149871 ," 6,267,967,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA TR,01/12/2022, 0.164728 ," 6,918,026,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA TR,01/01/2023, 0.162500 ," 5,541,285,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA TR,01/02/2023, 0.119917 ," 3,074,597,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA TR,01/03/2023, 0.104191 ," 3,534,951,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA TR,01/04/2023, 0.199864 ," 5,188,640,000 "
GOODBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA TR,01/05/2023, 0.206159 ," 2,920,800,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/01/2023, -   ," 206,863,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/02/2023, -   ," 430,534,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/03/2023, 0.209623 ," 446,585,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/04/2023, -   ," 204,460,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/05/2023, 0.535957 ," 699,425,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/01/2023, -   ," 1,649,609,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/02/2023, 0.142726 ," 8,760,997,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/03/2023, 0.132654 ," 8,610,167,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/04/2023, 0.060771 ," 6,968,490,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/05/2023, 0.129712 ," 12,574,739,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/01/2023, 0.134605 ," 766,433,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/02/2023, 0.065754 ," 3,203,747,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/03/2023, 0.165938 ," 3,362,305,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/04/2023, 0.117906 ," 2,661,997,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/05/2023, -   ," 1,770,831,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/01/2023, -   ," 192,695,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/02/2023, 0.137651 ," 1,413,181,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/03/2023, -   ," 1,212,413,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/04/2023, -   ," 992,282,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/05/2023, 0.361837 ," 1,012,089,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/01/2023, 0.179442 ," 1,576,121,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/02/2023, 0.178044 ," 14,419,753,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/03/2023, 0.114325 ," 11,319,937,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/04/2023, 0.020268 ," 10,446,992,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/05/2023, 0.084280 ," 13,681,763,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/12/2022, -   ," 31,650,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/01/2023, -   ," 1,587,657,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/02/2023, 0.132717 ," 7,494,833,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/03/2023, 0.077106 ," 5,131,527,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/04/2023, 0.155039 ," 5,673,868,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/05/2023, -   ," 5,799,572,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/01/2023, 0.248849 ," 697,217,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/02/2023, 0.064632 ," 6,412,861,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/03/2023, 0.067430 ," 6,475,903,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/04/2023, 0.134138 ," 2,429,844,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA TR,01/05/2023, -   ," 2,285,872,000 "
GOODBANK,XS,XSELL_HIGH NEED_LOW RISK,Unidentified,01/05/2023,," 10,750,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/01/2023, -   ," 467,189,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/02/2023, 0.239590 ," 2,406,133,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/03/2023, 0.204860 ," 1,779,554,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/04/2023, 0.203366 ," 1,959,137,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-DSA,01/05/2023, -   ," 2,127,368,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/01/2023, 0.116032 ," 4,959,040,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/02/2023, 0.154730 ," 31,302,656,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/03/2023, 0.175886 ," 26,486,888,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/04/2023, 0.148067 ," 23,066,223,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/05/2023, 0.141046 ," 45,074,610,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/01/2023, 0.194228 ," 2,359,883,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/02/2023, 0.189271 ," 14,197,476,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/03/2023, 0.198032 ," 11,224,802,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/04/2023, 0.182667 ," 8,591,673,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/05/2023, 0.204594 ," 10,107,021,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/01/2023, 0.054692 ," 1,800,718,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/02/2023, 0.088167 ," 7,446,009,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/03/2023, 0.156915 ," 5,773,434,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/04/2023, 0.132732 ," 4,484,521,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/05/2023, -   ," 5,011,499,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/01/2023, 0.114734 ," 8,297,601,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/02/2023, 0.170823 ," 48,354,841,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/03/2023, 0.160898 ," 37,633,100,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/04/2023, 0.160203 ," 32,229,926,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/05/2023, 0.163733 ," 52,753,917,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/01/2023, 0.181653 ," 4,222,310,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/02/2023, 0.155172 ," 18,875,373,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/03/2023, 0.111570 ," 16,132,519,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/04/2023, 0.110751 ," 13,587,289,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/05/2023, 0.093267 ," 17,340,361,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/01/2023, -   ," 680,115,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/02/2023, 0.060765 ," 11,522,937,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/03/2023, 0.120135 ," 9,959,623,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/04/2023, 0.157665 ," 5,872,234,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA TR,01/05/2023, 0.113575 ," 8,874,355,000 "
GOODBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,Unidentified,01/04/2023, -   ," 50,000,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/12/2022, 0.261651 ," 787,813,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/01/2023, 0.206435 ," 1,781,732,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/02/2023, 0.252469 ," 1,650,010,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/03/2023, 0.234008 ," 2,658,122,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/04/2023, 0.388574 ," 1,810,211,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/05/2023, -   ," 2,570,203,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/12/2022, 0.189953 ," 7,450,335,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/01/2023, 0.193260 ," 4,079,054,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/02/2023, 0.284901 ," 1,481,290,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/03/2023, 0.182760 ," 2,235,424,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/04/2023, 0.188682 ," 1,553,973,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/05/2023, 0.202775 ," 18,660,104,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/12/2022, 0.273250 ," 5,899,371,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/01/2023, 0.225903 ," 11,420,015,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/02/2023, 0.236488 ," 8,824,005,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/03/2023, 0.231929 ," 9,871,527,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/04/2023, 0.226398 ," 7,215,266,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/05/2023, 0.211023 ," 7,866,962,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/12/2022, 0.223686 ," 1,828,021,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/01/2023, 0.212853 ," 4,540,054,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/02/2023, 0.140145 ," 3,532,020,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/03/2023, 0.186378 ," 3,737,470,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/04/2023, 0.215795 ," 3,237,963,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/05/2023, 0.158102 ," 3,747,042,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/12/2022, 0.216980 ," 2,048,908,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/01/2023, 0.236713 ," 9,199,347,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/02/2023, 0.194847 ," 10,692,242,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/03/2023, 0.253697 ," 2,769,467,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/04/2023, 0.239700 ," 2,960,850,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/05/2023, 0.271725 ," 22,760,673,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/12/2022, 0.239813 ," 2,380,696,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/01/2023, 0.232581 ," 1,714,511,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/02/2023, 0.235972 ," 2,199,463,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/03/2023, 0.310332 ," 2,054,351,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/04/2023, 0.253241 ," 1,600,080,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/05/2023, 0.232964 ," 8,196,124,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/12/2022, -   ," 137,055,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/01/2023, -   ," 155,305,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/02/2023, -   ," 121,500,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/03/2023, 2.259206 ," 10,000,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/04/2023, -   ," 88,725,000 "
GOODBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA TR,01/05/2023, -   ," 2,939,729,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/01/2023, 1.109604 ," 218,875,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/02/2023, 0.319827 ," 1,564,013,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/03/2023, 0.202452 ," 2,444,071,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/04/2023, 0.237834 ," 2,394,203,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/05/2023, 0.254490 ," 2,521,280,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/01/2023, -   ," 32,250,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/02/2023, 0.042581 ," 2,486,367,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/03/2023, 0.188751 ," 2,730,739,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/04/2023, 0.207263 ," 1,228,151,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/05/2023, -   ," 2,835,791,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/01/2023, 0.154443 ," 1,759,833,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/02/2023, 0.175075 ," 10,008,754,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/03/2023, 0.162398 ," 11,378,050,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/04/2023, 0.176657 ," 9,962,386,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/05/2023, 0.127173 ," 9,990,997,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/01/2023, 0.219157 ," 503,139,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/02/2023, 0.183242 ," 3,542,428,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/03/2023, 0.135052 ," 3,637,111,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/04/2023, 0.060536 ," 3,253,769,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/05/2023, 0.174184 ," 3,018,497,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/01/2023, -   ," 181,992,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/02/2023, 0.134771 ," 4,587,922,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/03/2023, 0.154347 ," 4,623,881,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/04/2023, -   ," 2,601,356,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/05/2023, 0.104683 ," 4,922,476,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/01/2023, -   ," 283,890,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/02/2023, 0.193668 ," 2,422,336,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/03/2023, 0.205192 ," 2,938,914,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/04/2023, 0.161388 ," 3,131,079,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/05/2023, 0.113658 ," 2,828,935,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/01/2023, -   ," 53,750,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/02/2023, 0.199036 ," 459,238,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/03/2023, -   ," 174,305,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/04/2023, 0.556710 ," 218,125,000 "
GOODBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA TR,01/05/2023, -   ," 235,543,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/01/2023, 0.237214 ," 812,611,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/02/2023, 0.219162 ," 3,551,264,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/03/2023, 0.360351 ," 4,498,221,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/04/2023, 0.246016 ," 3,706,772,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-DSA,01/05/2023, 0.226729 ," 5,369,511,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/02/2023, 0.224757 ," 4,342,070,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/03/2023, 0.153695 ," 4,884,288,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/04/2023, 0.137415 ," 2,455,729,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/05/2023, 0.106686 ," 5,797,608,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/01/2023, 0.232271 ," 3,270,753,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/02/2023, 0.212594 ," 19,760,296,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/03/2023, 0.204083 ," 20,193,280,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/04/2023, 0.218141 ," 17,258,836,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/05/2023, 0.163349 ," 17,897,763,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/01/2023, 0.218973 ," 1,135,585,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/02/2023, 0.183629 ," 7,055,989,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/03/2023, 0.180736 ," 7,957,768,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/04/2023, 0.169318 ," 6,769,235,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-POS,01/05/2023, 0.148299 ," 5,824,644,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/01/2023, 0.176608 ," 754,175,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/02/2023, 0.256063 ," 6,712,516,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/03/2023, 0.226471 ," 8,019,691,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/04/2023, 0.170056 ," 5,541,963,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/05/2023, 0.193587 ," 7,916,097,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/01/2023, -   ," 407,359,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/02/2023, 0.240107 ," 5,592,870,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/03/2023, 0.231616 ," 4,912,280,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/04/2023, 0.218343 ," 3,832,190,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA LG,01/05/2023, 0.247289 ," 5,278,394,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/02/2023, 0.233787 ," 421,427,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/03/2023, -   ," 297,537,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/04/2023, 0.234431 ," 677,163,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA TR,01/05/2023, -   ," 551,169,000 "
GOODBANK,XS,XSELL_LOW NEED_MEDIUM RISK,Unidentified,01/05/2023, -   ," 10,750,000 "
GOODBANK,XS,XSELL_LOW RISK,3P-DSA,01/12/2022, 0.240586 ," 2,054,854,000 "
GOODBANK,XS,XSELL_LOW RISK,3P-DSA,01/01/2023, 0.175195 ," 3,480,173,000 "
GOODBANK,XS,XSELL_LOW RISK,3P-TSA,01/12/2022, 0.131591 ," 38,673,381,000 "
GOODBANK,XS,XSELL_LOW RISK,3P-TSA,01/01/2023, 0.113701 ," 24,403,532,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-DSA,01/12/2022, 0.173706 ," 19,200,597,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-DSA,01/01/2023, 0.174334 ," 20,286,563,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-POS,01/12/2022, 0.092850 ," 7,836,765,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-POS,01/01/2023, 0.088470 ," 7,677,165,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-TSA,01/12/2022, 0.120086 ," 46,898,666,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-TSA,01/01/2023, 0.127013 ," 33,064,195,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-TSA LG,01/12/2022, 0.075822 ," 23,369,809,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-TSA LG,01/01/2023, 0.117773 ," 13,095,251,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-TSA TR,01/12/2022, 0.090284 ," 15,722,804,000 "
GOODBANK,XS,XSELL_LOW RISK,IH-TSA TR,01/01/2023, 0.077220 ," 11,213,812,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/12/2022, 0.188900 ," 772,425,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/01/2023, 0.329291 ," 1,304,483,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/02/2023, 0.332786 ," 1,147,870,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/03/2023, 0.259726 ," 1,260,837,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/04/2023, 0.237462 ," 1,267,350,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-DSA,01/05/2023, 0.240103 ," 1,343,664,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/12/2022, 0.225055 ," 14,578,708,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/01/2023, 0.211565 ," 14,066,907,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/02/2023, 0.230985 ," 6,068,506,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/03/2023, 0.234313 ," 7,933,313,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/04/2023, 0.247196 ," 6,103,735,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/05/2023, 0.218627 ," 5,576,550,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/12/2022, 0.225814 ," 6,384,934,000 "
